context,file_name,file_path,identifier_name,identifier_type,line_number,modified_date
"Previous lines: 'block_comments': r'/\*.*?\*/' | } | logger.debug(""PatternRecognizer initialized with pattern templates"" | Line: def recognize_patterns(self, content: str, file_type: str) -> Dict[str, int]:",code_seed.py,code_seed.py,content,parameter,758,2025-03-28
"Previous lines: 'block_comments': r'/\*.*?\*/' | } | logger.debug(""PatternRecognizer initialized with pattern templates"" | Line: def recognize_patterns(self, content: str, file_type: str) -> Dict[str, int]:",code_seed.py,code_seed.py,file_type,parameter,758,2025-03-28
"Previous lines: logger.debug(f""Recognized {sum(pattern_counts.values())} pattern instances | f""across {len(pattern_counts)} pattern types"" | return dict(pattern_counts | Line: def identify_signatures(self, content: str) -> Dict[str, Dict[str, int]]:",code_seed.py,code_seed.py,content,parameter,788,2025-03-28
"Previous lines: 'category': self._get_pattern_category(pattern) | } | return pattern_dat | Line: def _get_pattern_category(self, pattern: str) -> str:",code_seed.py,code_seed.py,pattern,parameter,843,2025-03-28
"Previous lines: self.doc_extractor = DocumentationExtractor( | self.pattern_recognizer = PatternRecognizer( | logger.debug(""FileAnalyzer initialized with specialized analyzers"" | Line: def analyze_file(self, file_path: str) -> Dict[str, Any]:",code_seed.py,code_seed.py,file_path,parameter,913,2025-03-28
"Previous lines: 'path': str(path_obj) | 'name': path_obj.name | 'error': str(e | Line: def _guess_mime_type(self, file_path: str) -> str:",code_seed.py,code_seed.py,file_path,parameter,1020,2025-03-28
"Previous lines: return 'application/octet-stream | # Defaul | return 'application/octet-stream | Line: def _is_text_file(self, mime_type: str) -> bool:",code_seed.py,code_seed.py,mime_type,parameter,1070,2025-03-28
"Previous lines: 'application/json' | 'application/xml' | 'application/x-yaml' | Line: def _hash_content(self, content: str) -> str:",code_seed.py,code_seed.py,content,parameter,1092,2025-03-28
"Previous lines: SHA-256 hash of content | """" | return hashlib.sha256(content.encode('utf-8')).hexdigest( | Line: def _extract_file_markers(self, content: str) -> Dict[str, List[str]]:",code_seed.py,code_seed.py,content,parameter,1108,2025-03-28
"Previous lines: marker_text = match.group(1) if match.groups() else match.group(0 | markers[marker_type].append(marker_text.strip() | return dict(markers | Line: def _flatten_identifiers(self, identifiers: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,identifiers,parameter,1145,2025-03-28
"Previous lines: marker_text = match.group(1) if match.groups() else match.group(0 | markers[marker_type].append(marker_text.strip() | return dict(markers | Line: def _flatten_identifiers(self, identifiers: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,List[Dict[str,parameter,1145,2025-03-28
"Previous lines: marker_text = match.group(1) if match.groups() else match.group(0 | markers[marker_type].append(marker_text.strip() | return dict(markers | Line: def _flatten_identifiers(self, identifiers: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,Any]]],parameter,1145,2025-03-28
"Previous lines: 'context': identifier.get('context', '' | flattened.append(record | return flattene | Line: def _flatten_documentation(self, documentation: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,documentation,parameter,1175,2025-03-28
"Previous lines: 'context': identifier.get('context', '' | flattened.append(record | return flattene | Line: def _flatten_documentation(self, documentation: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,List[Dict[str,parameter,1175,2025-03-28
"Previous lines: 'context': identifier.get('context', '' | flattened.append(record | return flattene | Line: def _flatten_documentation(self, documentation: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,Any]]],parameter,1175,2025-03-28
"Previous lines: # Track inaccessible directorie | self.inaccessible_dirs = [ | logger.debug(""DirectoryAnalyzer initialized with file analyzer"" | Line: def scan_directory(self, directory: str, exclude_patterns: List[str] = None) -> Dict[str, Any]:",code_seed.py,code_seed.py,directory,parameter,1238,2025-03-28
"Previous lines: # Track inaccessible directorie | self.inaccessible_dirs = [ | logger.debug(""DirectoryAnalyzer initialized with file analyzer"" | Line: def scan_directory(self, directory: str, exclude_patterns: List[str] = None) -> Dict[str, Any]:",code_seed.py,code_seed.py,exclude_patterns,parameter,1238,2025-03-28
"Previous lines: logger.info(f""Completed directory scan of {directory}"" | logger.info(f""Processed {dir_info['file_count']} files in {dir_info['elapsed_seconds']:.2f} seconds"" | return dir_inf | Line: def _mime_to_language(self, mime_type: str) -> str:",code_seed.py,code_seed.py,mime_type,parameter,1353,2025-03-28
"Previous lines: 'application/x-yaml': 'YAML' | 'text/x-shellscript': 'Shell Script' | return mime_map.get(mime_type, mime_type | Line: def _update_relationship_map(self, file_info: Dict[str, Any], current_dir: str, base_dir: str) -> None:",code_seed.py,code_seed.py,file_info,parameter,1383,2025-03-28
"Previous lines: 'application/x-yaml': 'YAML' | 'text/x-shellscript': 'Shell Script' | return mime_map.get(mime_type, mime_type | Line: def _update_relationship_map(self, file_info: Dict[str, Any], current_dir: str, base_dir: str) -> None:",code_seed.py,code_seed.py,Any],parameter,1383,2025-03-28
"Previous lines: 'application/x-yaml': 'YAML' | 'text/x-shellscript': 'Shell Script' | return mime_map.get(mime_type, mime_type | Line: def _update_relationship_map(self, file_info: Dict[str, Any], current_dir: str, base_dir: str) -> None:",code_seed.py,code_seed.py,current_dir,parameter,1383,2025-03-28
"Previous lines: 'application/x-yaml': 'YAML' | 'text/x-shellscript': 'Shell Script' | return mime_map.get(mime_type, mime_type | Line: def _update_relationship_map(self, file_info: Dict[str, Any], current_dir: str, base_dir: str) -> None:",code_seed.py,code_seed.py,base_dir,parameter,1383,2025-03-28
"Previous lines: Attributes | output_dir: Directory for output files | """" | Line: def __init__(self, output_dir: str = None) -> None:",code_seed.py,code_seed.py,output_dir,parameter,1479,2025-03-28
"Previous lines: # Ensure output directory exist | os.makedirs(self.output_dir, exist_ok=True | logger.debug(f""OutputManager initialized with output directory: {self.output_dir}"" | Line: def write_csv(self, data: List[Dict[str, Any]], filename: str, max_field_length: int = 32000) -> str:",code_seed.py,code_seed.py,data,parameter,1498,2025-03-28
"Previous lines: # Ensure output directory exist | os.makedirs(self.output_dir, exist_ok=True | logger.debug(f""OutputManager initialized with output directory: {self.output_dir}"" | Line: def write_csv(self, data: List[Dict[str, Any]], filename: str, max_field_length: int = 32000) -> str:",code_seed.py,code_seed.py,Any]],parameter,1498,2025-03-28
"Previous lines: # Ensure output directory exist | os.makedirs(self.output_dir, exist_ok=True | logger.debug(f""OutputManager initialized with output directory: {self.output_dir}"" | Line: def write_csv(self, data: List[Dict[str, Any]], filename: str, max_field_length: int = 32000) -> str:",code_seed.py,code_seed.py,filename,parameter,1498,2025-03-28
"Previous lines: # Ensure output directory exist | os.makedirs(self.output_dir, exist_ok=True | logger.debug(f""OutputManager initialized with output directory: {self.output_dir}"" | Line: def write_csv(self, data: List[Dict[str, Any]], filename: str, max_field_length: int = 32000) -> str:",code_seed.py,code_seed.py,max_field_length,parameter,1498,2025-03-28
"Previous lines: writer.writerow(processed_record | logger.info(f""Wrote {len(data)} records to {output_path}"" | return output_pat | Line: def generate_file_csv(self, directory_data: Dict[str, Any], filename: str = ""codeseed_files.csv"") -> str:",code_seed.py,code_seed.py,directory_data,parameter,1563,2025-03-28
"Previous lines: writer.writerow(processed_record | logger.info(f""Wrote {len(data)} records to {output_path}"" | return output_pat | Line: def generate_file_csv(self, directory_data: Dict[str, Any], filename: str = ""codeseed_files.csv"") -> str:",code_seed.py,code_seed.py,Any],parameter,1563,2025-03-28
"Previous lines: writer.writerow(processed_record | logger.info(f""Wrote {len(data)} records to {output_path}"" | return output_pat | Line: def generate_file_csv(self, directory_data: Dict[str, Any], filename: str = ""codeseed_files.csv"") -> str:",code_seed.py,code_seed.py,filename,parameter,1563,2025-03-28
"Previous lines: record[f'marker_{marker}_sample'] = instances[0 | file_records.append(record | return self.write_csv(file_records, filename | Line: def generate_identifier_csv(self, directory_data: Dict[str, Any], 
                             filename: str = ""codeseed_identifiers.csv"") -> str:",code_seed.py,code_seed.py,directory_data,parameter,1616,2025-03-28
"Previous lines: record[f'marker_{marker}_sample'] = instances[0 | file_records.append(record | return self.write_csv(file_records, filename | Line: def generate_identifier_csv(self, directory_data: Dict[str, Any], 
                             filename: str = ""codeseed_identifiers.csv"") -> str:",code_seed.py,code_seed.py,Any],parameter,1616,2025-03-28
"Previous lines: record[f'marker_{marker}_sample'] = instances[0 | file_records.append(record | return self.write_csv(file_records, filename | Line: def generate_identifier_csv(self, directory_data: Dict[str, Any], 
                             filename: str = ""codeseed_identifiers.csv"") -> str:",code_seed.py,code_seed.py,filename,parameter,1616,2025-03-28
"Previous lines: 'modified_date': file_info.get('modified_date', '') | identifier_records.append(record | return self.write_csv(identifier_records, filename | Line: def generate_documentation_csv(self, directory_data: Dict[str, Any], 
                                filename: str = ""codeseed_documentation.csv"") -> str:",code_seed.py,code_seed.py,directory_data,parameter,1656,2025-03-28
"Previous lines: 'modified_date': file_info.get('modified_date', '') | identifier_records.append(record | return self.write_csv(identifier_records, filename | Line: def generate_documentation_csv(self, directory_data: Dict[str, Any], 
                                filename: str = ""codeseed_documentation.csv"") -> str:",code_seed.py,code_seed.py,Any],parameter,1656,2025-03-28
"Previous lines: 'modified_date': file_info.get('modified_date', '') | identifier_records.append(record | return self.write_csv(identifier_records, filename | Line: def generate_documentation_csv(self, directory_data: Dict[str, Any], 
                                filename: str = ""codeseed_documentation.csv"") -> str:",code_seed.py,code_seed.py,filename,parameter,1656,2025-03-28
"Previous lines: directory_analyzer: System for analyzing directory structures | output_manager: System for generating output files | """" | Line: def __init__(self, output_dir: str = None) -> None:",code_seed.py,code_seed.py,output_dir,parameter,1714,2025-03-28
"Previous lines: self.directory_analyzer = DirectoryAnalyzer( | self.output_manager = OutputManager(output_dir | logger.debug(""CodeSeed initialized with component systems"" | Line: def analyze_directory(self, directory: str, 
                        exclude_patterns: List[str] = None,
                        output_prefix: str = ""codeseed"") -> Dict[str, str]:",code_seed.py,code_seed.py,directory,parameter,1731,2025-03-28
"Previous lines: self.directory_analyzer = DirectoryAnalyzer( | self.output_manager = OutputManager(output_dir | logger.debug(""CodeSeed initialized with component systems"" | Line: def analyze_directory(self, directory: str, 
                        exclude_patterns: List[str] = None,
                        output_prefix: str = ""codeseed"") -> Dict[str, str]:",code_seed.py,code_seed.py,exclude_patterns,parameter,1731,2025-03-28
"Previous lines: self.directory_analyzer = DirectoryAnalyzer( | self.output_manager = OutputManager(output_dir | logger.debug(""CodeSeed initialized with component systems"" | Line: def analyze_directory(self, directory: str, 
                        exclude_patterns: List[str] = None,
                        output_prefix: str = ""codeseed"") -> Dict[str, str]:",code_seed.py,code_seed.py,output_prefix,parameter,1731,2025-03-28
"Previous lines: output_files['documentation_csv'] = documentation_cs | logger.info(f""Analysis complete. Output files generated in: {self.output_manager.output_dir}"" | return output_file | Line: def analyze_file(self, file_path: str) -> Dict[str, Any]:",code_seed.py,code_seed.py,file_path,parameter,1776,2025-03-28
"Previous lines: used throughout the analysis process | """" | # Language-specific identifier pattern | Line: self.patterns = {",code_seed.py,code_seed.py,patterns,attribute,112,2025-03-28
"Previous lines: 'code_block': r'```([a-zA-Z0-9_]*)$' | 'emphasis': r'\*\*([^\*]+)\*\*' | # Storage for identifier context | Line: self.contexts: Dict[str, Dict[str, Any]] = {}",code_seed.py,code_seed.py,contexts,attribute,163,2025-03-28
"Previous lines: # Storage for identifier context | self.contexts: Dict[str, Dict[str, Any]] = { | # Network of relationships between identifier | Line: self.relationship_map: Dict[str, Set[str]] = defaultdict(set)",code_seed.py,code_seed.py,relationship_map,attribute,166,2025-03-28
"Previous lines: Returns | Dictionary mapping identifier types to lists of found identifiers | """" | Line: language = self._determine_language(file_type)",code_seed.py,code_seed.py,_determine_language,attribute,185,2025-03-28
"Previous lines: Dictionary mapping identifier types to lists of found identifiers | """" | language = self._determine_language(file_type | Line: patterns = self.patterns.get(language, {})",code_seed.py,code_seed.py,patterns,attribute,186,2025-03-28
"Previous lines: 'type': 'parameter' | 'line': content.count('\n', 0, match.start()) + 1 | 'pos': match.start() | Line: 'context': self._extract_context(content, match)",code_seed.py,code_seed.py,_extract_context,attribute,213,2025-03-28
"Previous lines: 'type': id_type | 'line': content.count('\n', 0, match.start()) + 1 | 'pos': match.start() | Line: 'context': self._extract_context(content, match)",code_seed.py,code_seed.py,_extract_context,attribute,224,2025-03-28
"Previous lines: 'context': self._extract_context(content, match | identifiers[id_type].append(identifier | # Update relationship map for this identifie | Line: self._update_relationships(content, id_name, match)",code_seed.py,code_seed.py,_update_relationships,attribute,229,2025-03-28
"Previous lines: scope_end = len(content | scope = content[scope_start:scope_end | # Find other identifiers in this scop | Line: for pattern_type, patterns in self.patterns.items():",code_seed.py,code_seed.py,patterns,attribute,363,2025-03-28
Previous lines: other_id = other_match.group(1 | if other_id != id_name and len(other_id) > 2 | # Add bidirectional relationshi | Line: self.relationship_map[id_name].add(other_id),code_seed.py,code_seed.py,relationship_map,attribute,370,2025-03-28
Previous lines: if other_id != id_name and len(other_id) > 2 | # Add bidirectional relationshi | self.relationship_map[id_name].add(other_id | Line: self.relationship_map[other_id].add(id_name),code_seed.py,code_seed.py,relationship_map,attribute,371,2025-03-28
"Previous lines: """" | identifier_data = [ | # Process each identifier typ | Line: for id_type, identifiers in self.contexts.items():",code_seed.py,code_seed.py,contexts,attribute,387,2025-03-28
"Previous lines: 'type': identifier['type'] | 'line': identifier['line'] | 'context': identifier['context'] | Line: 'related': ','.join(self.relationship_map.get(identifier['name'], set())),",code_seed.py,code_seed.py,relationship_map,attribute,395,2025-03-28
"Previous lines: 'line': identifier['line'] | 'context': identifier['context'] | 'related': ','.join(self.relationship_map.get(identifier['name'], set())) | Line: 'relationship_count': len(self.relationship_map.get(identifier['name'], set()))",code_seed.py,code_seed.py,relationship_map,attribute,396,2025-03-28
"Previous lines: of documentation, from formal docstrings to quick notes and TODOs | """" | # Patterns for documentation extractio | Line: self.doc_patterns = {",code_seed.py,code_seed.py,doc_patterns,attribute,427,2025-03-28
Previous lines: 'markdown': | 'code_comment': r'<!--(.*?)-->' | # Patterns for identifying cognitive marker | Line: self.cognitive_markers = {,code_seed.py,code_seed.py,cognitive_markers,attribute,458,2025-03-28
"Previous lines: Returns | Dictionary mapping documentation types to lists of extracted elements | """" | Line: language = self._determine_language(file_type)",code_seed.py,code_seed.py,_determine_language,attribute,487,2025-03-28
"Previous lines: Dictionary mapping documentation types to lists of extracted elements | """" | language = self._determine_language(file_type | Line: patterns = self.doc_patterns.get(language, {})",code_seed.py,code_seed.py,doc_patterns,attribute,488,2025-03-28
"Previous lines: matches = re.finditer(pattern, content, re.MULTILINE | re.DOTALL | for match in matches | doc_content = match.group(1) if match.groups() else "" | Line: doc_content = self._clean_doc_content(doc_content)",code_seed.py,code_seed.py,_clean_doc_content,attribute,499,2025-03-28
"Previous lines: 'content': doc_content | 'line': content.count('\n', 0, match.start()) + 1 | 'length': len(doc_content) | Line: 'markers': self._extract_cognitive_markers(doc_content)",code_seed.py,code_seed.py,_extract_cognitive_markers,attribute,511,2025-03-28
"Previous lines: 'markers': self._extract_cognitive_markers(doc_content | documentation[doc_type].append(doc_record | # Extract cognitive markers across all conten | Line: for marker_type, pattern in self.cognitive_markers.items():",code_seed.py,code_seed.py,cognitive_markers,attribute,516,2025-03-28
"Previous lines: """" | markers: Dict[str, List[str]] = defaultdict(list | # Check for each marker typ | Line: for marker_type, pattern in self.cognitive_markers.items():",code_seed.py,code_seed.py,cognitive_markers,attribute,622,2025-03-28
"Previous lines: coding patterns, architectural approaches, and design signatures | """" | # Common code pattern templates | Line: self.code_patterns = {",code_seed.py,code_seed.py,code_patterns,attribute,692,2025-03-28
Previous lines: 'assert_statement': r'assert\s+' | 'mock_setup': r'mock\s*\(' | # Counter for pattern occurrence | Line: self.pattern_frequencies = Counter(),code_seed.py,code_seed.py,pattern_frequencies,attribute,730,2025-03-28
Previous lines: # Counter for pattern occurrence | self.pattern_frequencies = Counter( | # Code signature elements to identif | Line: self.signature_elements = {,code_seed.py,code_seed.py,signature_elements,attribute,733,2025-03-28
"Previous lines: """" | pattern_counts = Counter( | # Apply each patter | Line: for pattern_name, pattern in self.code_patterns.items():",code_seed.py,code_seed.py,code_patterns,attribute,776,2025-03-28
Previous lines: count = sum(1 for _ in matches | if count > 0 | pattern_counts[pattern_name] = coun | Line: self.pattern_frequencies[pattern_name] += count,code_seed.py,code_seed.py,pattern_frequencies,attribute,782,2025-03-28
"Previous lines: """" | signatures = { | # Check each signature element categor | Line: for category, elements in self.signature_elements.items():",code_seed.py,code_seed.py,signature_elements,attribute,805,2025-03-28
"Previous lines: """" | pattern_data = [ | # Get the top pattern | Line: for pattern, count in self.pattern_frequencies.most_common():",code_seed.py,code_seed.py,pattern_frequencies,attribute,834,2025-03-28
"Previous lines: pattern_data.append( | 'pattern': pattern | 'count': count | Line: 'category': self._get_pattern_category(pattern),",code_seed.py,code_seed.py,_get_pattern_category,attribute,838,2025-03-28
"Previous lines: approach to understanding code structure and patterns | """" | # Initialize analysis component | Line: self.identifier_tracker = IdentifierTracker()",code_seed.py,code_seed.py,identifier_tracker,attribute,907,2025-03-28
"Previous lines: """" | # Initialize analysis component | self.identifier_tracker = IdentifierTracker( | Line: self.doc_extractor = DocumentationExtractor()",code_seed.py,code_seed.py,doc_extractor,attribute,908,2025-03-28
Previous lines: # Initialize analysis component | self.identifier_tracker = IdentifierTracker( | self.doc_extractor = DocumentationExtractor( | Line: self.pattern_recognizer = PatternRecognizer(),code_seed.py,code_seed.py,pattern_recognizer,attribute,909,2025-03-28
Previous lines: 'modified_date': datetime.datetime.fromtimestamp(file_stats.st_mtime).strftime('%Y-%m-%d') | 'created_date': datetime.datetime.fromtimestamp(file_stats.st_ctime).strftime('%Y-%m-%d') | # Determine if this is a text file we should analyze in detai | Line: mime_type = self._guess_mime_type(file_path),code_seed.py,code_seed.py,_guess_mime_type,attribute,946,2025-03-28
"Previous lines: mime_type = self._guess_mime_type(file_path | file_info['mime_type'] = mime_typ | # For text files, perform deep analysi | Line: if self._is_text_file(mime_type) and file_stats.st_size < 1000000:  # Limit to 1MB | Comment: # Limit to 1MB",code_seed.py,code_seed.py,_is_text_file,attribute,950,2025-03-28
"Previous lines: 'line_count': len(lines) | 'avg_line_length': sum(len(line) for line in lines) / max(len(lines), 1) | 'empty_line_count': sum(1 for line in lines if not line.strip()) | Line: 'content_hash': self._hash_content(content),",code_seed.py,code_seed.py,_hash_content,attribute,962,2025-03-28
"Previous lines: 'content_hash': self._hash_content(content) | } | # Extract identifier | Line: identifiers = self.identifier_tracker.extract_identifiers(content, mime_type)",code_seed.py,code_seed.py,identifier_tracker,attribute,966,2025-03-28
"Previous lines: file_info['identifier_counts'] = {k: len(v) for k, v in identifiers.items() | file_info['total_identifiers'] = sum(len(v) for v in identifiers.values() | # Extract documentatio | Line: documentation = self.doc_extractor.extract_documentation(content, mime_type)",code_seed.py,code_seed.py,doc_extractor,attribute,971,2025-03-28
"Previous lines: file_info['documentation_counts'] = {k: len(v) for k, v in documentation.items() | file_info['total_documentation'] = sum(len(v) for v in documentation.values() | # Recognize pattern | Line: patterns = self.pattern_recognizer.recognize_patterns(content, mime_type)",code_seed.py,code_seed.py,pattern_recognizer,attribute,976,2025-03-28
Previous lines: file_info['pattern_counts'] = pattern | file_info['total_patterns'] = sum(patterns.values() | # Identify code signature | Line: signatures = self.pattern_recognizer.identify_signatures(content),code_seed.py,code_seed.py,pattern_recognizer,attribute,981,2025-03-28
Previous lines: else | file_info['documentation_density'] = | # Extract cognitive marker | Line: cognitive_markers = self._extract_file_markers(content),code_seed.py,code_seed.py,_extract_file_markers,attribute,991,2025-03-28
Previous lines: if cognitive_markers | file_info['cognitive_markers'] = cognitive_marker | # Create enriched metadat | Line: file_info['identifiers'] = self._flatten_identifiers(identifiers),code_seed.py,code_seed.py,_flatten_identifiers,attribute,996,2025-03-28
Previous lines: file_info['cognitive_markers'] = cognitive_marker | # Create enriched metadat | file_info['identifiers'] = self._flatten_identifiers(identifiers | Line: file_info['documentation'] = self._flatten_documentation(documentation),code_seed.py,code_seed.py,_flatten_documentation,attribute,997,2025-03-28
Previous lines: file_info['analysis_error'] = str(e | else | file_info['skipped_content_analysis'] = Tru | Line: if not self._is_text_file(mime_type):,code_seed.py,code_seed.py,_is_text_file,attribute,1004,2025-03-28
"Previous lines: comprehensive approach to mapping the code forest | """" | # Initialize file analyzer componen | Line: self.file_analyzer = FileAnalyzer()",code_seed.py,code_seed.py,file_analyzer,attribute,1228,2025-03-28
Previous lines: # Initialize file analyzer componen | self.file_analyzer = FileAnalyzer( | # Map of file relationship | Line: self.relationship_map = defaultdict(set),code_seed.py,code_seed.py,relationship_map,attribute,1231,2025-03-28
Previous lines: # Map of file relationship | self.relationship_map = defaultdict(set | # Track inaccessible directorie | Line: self.inaccessible_dirs = [],code_seed.py,code_seed.py,inaccessible_dirs,attribute,1234,2025-03-28
"Previous lines: continu | # Check if directory is accessibl | if not os.access(root, os.R_OK) | Line: self.inaccessible_dirs.append(root)",code_seed.py,code_seed.py,inaccessible_dirs,attribute,1285,2025-03-28
Previous lines: continu | # Analyze fil | try | Line: file_info = self.file_analyzer.analyze_file(file_path),code_seed.py,code_seed.py,file_analyzer,attribute,1304,2025-03-28
"Previous lines: dir_info['file_extensions'][extension] = dir_info['file_extensions'].get(extension, 0) + | # Update language statistics based on MIME typ | mime_type = file_info.get('mime_type', '' | Line: language = self._mime_to_language(mime_type)",code_seed.py,code_seed.py,_mime_to_language,attribute,1317,2025-03-28
"Previous lines: if language | dir_info['language_breakdown'][language] = dir_info['language_breakdown'].get(language, 0) + | # Map file relationship | Line: self._update_relationship_map(file_info, root, directory)",code_seed.py,code_seed.py,_update_relationship_map,attribute,1322,2025-03-28
Previous lines: dir_info['end_time'] = time.time( | dir_info['elapsed_seconds'] = dir_info['end_time'] - dir_info['start_time' | # Add relationship dat | Line: dir_info['file_relationships'] = self._get_relationship_data(),code_seed.py,code_seed.py,_get_relationship_data,attribute,1340,2025-03-28
Previous lines: # Add relationship dat | dir_info['file_relationships'] = self._get_relationship_data( | # Extract cross-file pattern | Line: dir_info['pattern_summary'] = self._extract_pattern_summary(),code_seed.py,code_seed.py,_extract_pattern_summary,attribute,1343,2025-03-28
Previous lines: # Extract cross-file pattern | dir_info['pattern_summary'] = self._extract_pattern_summary( | # Count inaccessible directorie | Line: dir_info['inaccessible_dirs'] = len(self.inaccessible_dirs),code_seed.py,code_seed.py,inaccessible_dirs,attribute,1346,2025-03-28
"Previous lines: other_path = os.path.join(current_dir, other_file | if os.path.isfile(other_path) and other_path != file_path | # Add relationship based on shared director | Line: self.relationship_map[file_path].add(other_path)",code_seed.py,code_seed.py,relationship_map,attribute,1407,2025-03-28
Previous lines: if os.path.isfile(other_path) and other_path != file_path | # Add relationship based on shared director | self.relationship_map[file_path].add(other_path | Line: self.relationship_map[other_path].add(file_path),code_seed.py,code_seed.py,relationship_map,attribute,1408,2025-03-28
Previous lines: base_name = os.path.splitext(file_name)[0 | if base_name | # Look for files with similar names in the entire directory tre | Line: for other_info in self.file_analyzer.pattern_recognizer.pattern_frequencies.keys():,code_seed.py,code_seed.py,file_analyzer,attribute,1416,2025-03-28
Previous lines: for other_info in self.file_analyzer.pattern_recognizer.pattern_frequencies.keys() | if base_name in other_info and other_info != file_path | # Add relationship based on name similarit | Line: self.relationship_map[file_path].add(other_info),code_seed.py,code_seed.py,relationship_map,attribute,1419,2025-03-28
Previous lines: if base_name in other_info and other_info != file_path | # Add relationship based on name similarit | self.relationship_map[file_path].add(other_info | Line: self.relationship_map[other_info].add(file_path),code_seed.py,code_seed.py,relationship_map,attribute,1420,2025-03-28
"Previous lines: """" | relationships = { | # Convert set values to lists for JSON serializatio | Line: for file_path, related_files in self.relationship_map.items():",code_seed.py,code_seed.py,relationship_map,attribute,1439,2025-03-28
"Previous lines: Dictionary containing pattern summary data | """" | # Get dominant pattern | Line: dominant_patterns = self.file_analyzer.pattern_recognizer.get_dominant_patterns()",code_seed.py,code_seed.py,file_analyzer,attribute,1456,2025-03-28
"Previous lines: output_dir: Directory for output files (defaults to current directory) | """" | # Set output director | Line: self.output_dir = output_dir or '.'",code_seed.py,code_seed.py,output_dir,attribute,1491,2025-03-28
"Previous lines: # Set output director | self.output_dir = output_dir or '. | # Ensure output directory exist | Line: os.makedirs(self.output_dir, exist_ok=True)",code_seed.py,code_seed.py,output_dir,attribute,1494,2025-03-28
"Previous lines: self.output_dir = output_dir or '. | # Ensure output directory exist | os.makedirs(self.output_dir, exist_ok=True | Line: logger.debug(f""OutputManager initialized with output directory: {self.output_dir}"")",code_seed.py,code_seed.py,output_dir,attribute,1496,2025-03-28
"Previous lines: logger.warning(""No data to write to CSV"" | return "" | # Prepare output pat | Line: output_path = os.path.join(self.output_dir, filename)",code_seed.py,code_seed.py,output_dir,attribute,1520,2025-03-28
"Previous lines: if instances and len(instances) > 0 | record[f'marker_{marker}_sample'] = instances[0 | file_records.append(record | Line: return self.write_csv(file_records, filename)",code_seed.py,code_seed.py,write_csv,attribute,1614,2025-03-28
"Previous lines: 'context': identifier.get('context', '') | 'modified_date': file_info.get('modified_date', '') | identifier_records.append(record | Line: return self.write_csv(identifier_records, filename)",code_seed.py,code_seed.py,write_csv,attribute,1654,2025-03-28
"Previous lines: 'has_markers': doc.get('has_markers', False) | 'modified_date': file_info.get('modified_date', '') | documentation_records.append(record | Line: return self.write_csv(documentation_records, filename)",code_seed.py,code_seed.py,write_csv,attribute,1694,2025-03-28
"Previous lines: output_dir: Directory for output files | """" | # Initialize component system | Line: self.directory_analyzer = DirectoryAnalyzer()",code_seed.py,code_seed.py,directory_analyzer,attribute,1726,2025-03-28
"Previous lines: """" | # Initialize component system | self.directory_analyzer = DirectoryAnalyzer( | Line: self.output_manager = OutputManager(output_dir)",code_seed.py,code_seed.py,output_manager,attribute,1727,2025-03-28
"Previous lines: """" | logger.info(f""Starting analysis of directory: {directory}"" | # Perform directory analysi | Line: directory_data = self.directory_analyzer.scan_directory(directory, exclude_patterns)",code_seed.py,code_seed.py,directory_analyzer,attribute,1752,2025-03-28
Previous lines: # Generate output file | output_files = { | # File metadata CS | Line: file_csv = self.output_manager.generate_file_csv(,code_seed.py,code_seed.py,output_manager,attribute,1758,2025-03-28
"Previous lines: directory_data, f""{output_prefix}_files.csv"" | output_files['files_csv'] = file_cs | # Identifier metadata CS | Line: identifier_csv = self.output_manager.generate_identifier_csv(",code_seed.py,code_seed.py,output_manager,attribute,1763,2025-03-28
"Previous lines: directory_data, f""{output_prefix}_identifiers.csv"" | output_files['identifiers_csv'] = identifier_cs | # Documentation metadata CS | Line: documentation_csv = self.output_manager.generate_documentation_csv(",code_seed.py,code_seed.py,output_manager,attribute,1768,2025-03-28
"Previous lines: documentation_csv = self.output_manager.generate_documentation_csv | directory_data, f""{output_prefix}_documentation.csv"" | output_files['documentation_csv'] = documentation_cs | Line: logger.info(f""Analysis complete. Output files generated in: {self.output_manager.output_dir}"")",code_seed.py,code_seed.py,output_manager,attribute,1772,2025-03-28
"Previous lines: Returns | Dictionary containing comprehensive file metadata | """" | Line: return self.directory_analyzer.file_analyzer.analyze_file(file_path)",code_seed.py,code_seed.py,directory_analyzer,attribute,1789,2025-03-28
Line: # 🌱 CodeSeed: Semantic Forest Mapper | Comment: # 🌱 CodeSeed: Semantic Forest Mapper,README.md,README.md,🌱 CodeSeed: Semantic Forest Mapper,heading,1,2025-03-28
